URL,Drug Name,Uses,Side Effects
https://www.nepmeds.com.np/detail/scarab-cream-25g,SCARAB CREAM 25G.,"Composition:  Lindane (1% w/w) + Cetrimide (1% w/w) Scarab Cream is a combination medicine that is used to treat scabies. It kills the tiny insects (mites) and their eggs. It also kills head lices. Scarab Cream should be used in the dose and duration as advised by the doctor. Wash your hands before using this medicine. It is advised to check the label for directions before use. Wash your hands before using this medicine. Apply only to the affected areas.  Do not use this medicine more than the recommended dose. Inform your doctor if you have known allergies from this medicine. The common side effects of this medicine include hair loss, rashes, drowsiness, headache, itching, and dry skin. Scabies Common side effects: Application site reactions (burning, irritation, itching and redness)Dry skin This medicine is for external use only. Use it in the dose and duration as advised by your doctor. Check the label for directions before use. Clean and dry the affected area and apply the cream. Wash your hands after applying, unless hands are the affected area. Scarab Cream is a combination of two medicines: Lindane and Cetrimide. It works kills microorganisms that cause scabies. It is also potent in paralyzing and killing the lice and their eggs. If you miss a dose of Scarab Cream, apply it as soon as possible. However, if it is almost time for your next dose, skip the missed dose and go back to your regular schedule. Do not double the dose. This medicine is not recommended for use in pregnant women unless absolutely necessary. All the risks and benefits should be discussed with the doctor before using this medicine. This medicine is not recommended for use in breastfeeding women unless absolutely necessary. All the risks and benefits should be discussed with the doctor before using this medicine.",
https://www.nepmeds.com.np/detail/asomycin-cream,Asomycin Cream,"Composition: Sisomycin Group Name: Aminoglycosides It is an antibiotic used to treat bacterial skin infections. It may also be used to treat infected cuts and wounds. Sisomicin stops the growth of bacteria, which helps to resolve the symptoms.",
https://www.nepmeds.com.np/detail/himcocid-sf-syrup-200ml,Himcocid -SF Syrup 200ml,"Ingredients: Cowrie Shell Ash, Indian Gooseberry Cowrie Shell Ash (Varatika) is well known for its antacid and digestive properties that are useful in the treatment of gastritis, hyperacidity, heartburn and duodenitis. Indian Gooseberry (Amalaki) effectively reduces the acid and pepsin content in the stomach. At the same time, it increases the mucin, cellular mucus and life span of gastric mucosal cells, which helps in healing stomach ulcers. As an antioxidant, Indian Gooseberry protects the gastric mucosa from oxidative damage. Indications:- Acid peptic disease (APD)- Non-ulcer dyspepsia- Gastroesophageal reflux disease (GERD)- Heartburn- Non-steroidal anti-inflammatory drug (NSAID)-induced gastritis Directions for Use:Please consult your physician to prescribe the dosage that best suits the condition.",
https://www.nepmeds.com.np/detail/heptral-400mg,Heptral-400mg," HEPTRAL 400MG TABLET contains S-Adenosyl-L-Methionine which belongs to the group of medicines called Amino acid derivatives. It is used to treat liver problems such as intrahepatic cholestasis (ICP; block in bile flow), liver cirrhosis, hepatitis and alcoholic liver disease in adults. It can also be used to treat ICP of pregnancy and can reduce the fatigue caused by chronic liver problems. It also helps to reduce joint pain (osteoarthritis), fibromyalgia (severe muscle pain with memory and mood problems), anxiety, depression and other mental illnesses. It is used in adults to treat: Take HEPTRAL 400MG TABLET as advised by your physician. Swallow the medicine with a glass of water. Do not cursh or chew the medicine. It is preferably taken before meals. Your doctor will decide the correct dose and duration of therapy for you depending upon your age, body weight and disease condition. HEPTRAL 400MG TABLET protects your liver against various toxins (free radicals) and helps your liver to function normally. It improves the levels of glutathione (an antioxidant) in the liver which helps in preventing further liver cell damage. It also increases the levels of certain chemical messengers (such as dopamine, noradrenaline, adrenaline, serotonin, melatonin) in the brain that can stabilize mood and mental health. It can also reduce the production of certain chemicals in the body that causes pain and inflammation. If you forget to take a dose of HEPTRAL 400MG TABLET, take it as soon as you remember. However, if it is time to take the next dose, skip the missed dose and take the next one at regular times. Do not take a double dose of HEPTRAL 400MG TABLET to compensate a missed dose, as it could lead to toxicity. HEPTRAL 400MG TABLET is not recommended for use in pregnant women unless considered necessary by the physician. Therefore, consult your doctor before taking it. HEPTRAL 400MG TABLET is not recommended for use in breastfeeding women unless considered necessary by the physician. Therefore, consult your doctor before taking it. Yes. HEPTRAL 400MG TABLET protects your liver against various toxins (free radicals) and helps your liver to function normally. It also improves the levels of glutathione (an antioxidant) in the liver which helps in preventing further liver cell damage. HEPTRAL 400MG TABLET has been shown to reduce anxiety. It works by increasing the levels of certain chemicals within the brain that controls mood and mental health.","Intrahepatic cholestasis (ICP) in patients with or without liver disease | Intrahepatic cholestasis during pregnancy | Liver diseases (liver cirrhosis, hepatitis and alcoholic liver disease) | Fatigue caused due to chronic liver problems | Anxiety, depression and other mental illnesses | Osteoarthritis (joint pain) | Fibromyalgia (severe muscle pain causing memory and mood changes) | Nausea | Stomach pain | Diarrhea | Bloating | Stomach discomfort | "
https://www.nepmeds.com.np/detail/metazyme-syrup-200ml,Metazyme Syrup-200ml,"Fungal Diastase and Pepsin syrup is generally well-tolerated. However, some individuals may experience rare side effects such as allergies or gastrointestinal discomfort. The syrup is usually taken orally. Shake the bottle well before use. It's recommended to take the syrup after meals, as it aids in the digestion process. Fungal Diastasehelps break down complex carbohydrates into simpler sugars, aiding in carbohydrate digestion.Pepsin, on the other hand, helps break down proteins into smaller peptides and amino acids to facilitate protein digestion. During pregnancy, this medication should be used only when clearly needed. Discuss the risks and benefits with your doctor.
It is unknown if this drug passes into breast milk. Consult your doctor before breast-feeding. If you have allergies to any of the components in the syrup, consult your healthcare provider before using it. Additionally, if you experience any allergic reactions while taking the syrup, discontinue its use and seek medical attention. The use of this syrup for children should be determined by a healthcare provider. Dosage for children is typically based on their age and weight, and a healthcare provider can provide appropriate guidance. This syrup is not typically used for acid reflux or heartburn. It is primarily intended to aid in the digestion of carbohydrates and proteins. For acid reflux or heartburn, you might need other specific medications.",
https://www.nepmeds.com.np/detail/oxidon-plus-cap,Oxidon Plus Cap,"Composition:   Beta carotene (Vitamin A), Vitamin E, Vitamin C, Copper, Manganese, Zinc sulphate monohydrate, and Selenium Dioxide. Oxidon Plus Capsule is an Antioxidant contain Beta carotene (Vitamin A), Vitamin E, Vitamin C, Copper, Manganese, Zinc sulphate monohydrate, and Selenium Dioxide.Lutein and Astaxanthin serve as accessory light gathering pigments and to protect organisms against the toxic effect of ultra violet radiation and oxygen. They are found in the macula of human retina, as well as the human crystalline lens, they play a role in protection against age related macular degeneration.Oxidon Plus Capsule has Lutein and Astaxanthin which are fortified with antioxidant (Vitamin A, C, E, Copper, Zinc, and Selenium) which show promise of protecting against macular degeneration and may reduce the risk of cataracts, diabetic retinopathy and offers strong antioxidant action. Common side effects: Take 1-2 Capsules a day, after meals daily. Use under medical supervision.  Oxidon Plus Capsule is an Antioxidant contain Beta carotene (Vitamin A), Vitamin E, Vitamin C, Copper, Manganese, Zinc sulphate monohydrate, and Selenium Dioxide.Lutein and Astaxanthin serve as accessory light gathering pigments and to protect organisms against the toxic effect of ultra violet radiation and oxygen. They are found in the macula of human retina, as well as the human crystalline lens, they play a role in protection against age related macular degeneration.Oxidon Plus Capsule has Lutein and Astaxanthin which are fortified with antioxidant (Vitamin A, C, E, Copper, Zinc, and Selenium) which show promise of protecting against macular degeneration and may reduce the risk of cataracts, diabetic retinopathy and offers strong antioxidant action. Safety and effectiveness of Oxidon Plus Capsule have not been established in pregnant and breastfeeding women. Inform your doctor if you are pregnant and breastfeeding before taking it.",Reduce the severity of photosensitivity reactions | Protect against harmful UV radiation and free radical damage | Arthralgia (joint pain) | Diarrhea | Dizziness | Bruishing | 
https://www.nepmeds.com.np/detail/sufex-180mg,SUFEX 180MG,Sufex 180mg (Fexofenadine hydrochloride) is an antihistamine medication that is commonly used to relieve allergy symptoms. It is primarily indicated for the treatment of seasonal allergic rhinitis (hay fever) and chronic idiopathic urticaria (chronic hives) in adults and children.,
https://www.nepmeds.com.np/detail/clin-gel-15g,CLIN GEL-15G.,Clindamycin inhibits protein synthesis by reversibly binding to the 50s subunit of the ribosome thus blocking the transpeptidation or translocation reactions of suspectible  organisms resulting to stunted cell growth.,"Clin Gel 15gm contains Clindamycin topical as an active ingredient. It works by reducing the pustule and papule counts in acne. | Indicated for topical application in treatment of mild to   moderate inflammatory acne vulgaris as well as non-inflammatory acne, either alone or in combination with other anti-acne products and for the cutaneous treatment of acne vulgaris where comedones,papules and pustules predominate | Dryness | Oiliness | Erythema | Peeling | Burning/itching | Headache | "
https://www.nepmeds.com.np/detail/betameth-cream-20g,BETAMETH cream,"BETAMETHis a systemic corticosteroid used to relieve inflammation in various conditions, including but not limited to allergic states, dermatologic disorders, gastrointestinal diseases, and hematological disorders.",
https://www.nepmeds.com.np/detail/nurvi,NURVI,"Nurvi play various roles in the body, including energy production, maintaining healthy skin and hair, supporting brain function, and aiding in the metabolism of carbohydrates, fats, and proteins. uses: Energy Production:B vitamins are crucial for converting food into energy through various metabolic processes. They play a vital role in the metabolism of carbohydrates, fats, and proteins..  Nervous System Health:Certain B vitamins, such as B1 (thiamine), B6 (pyridoxine), and B12 (cyanocobalamin), are essential for maintaining a healthy nervous system. They support nerve function and the production of neurotransmitters.  Brain Function:B vitamins, particularly B6, B9 (folate), and B12, are important for cognitive function, memory, and mood regulation. They are involved in neurotransmitter synthesis.  Red Blood Cell Formation:B vitamins, especially B9 (folate) and B12, are necessary for the production of red blood cells. A deficiency in these vitamins can lead to anemia.  Heart Health:Some B vitamins, such as B3 (niacin) and B6, can help manage cholesterol levels and support overall cardiovascular health.  Skin, Hair, and Nail Health:Biotin (B7) is often associated with healthy skin, hair, and nails. It is a common ingredient in beauty supplements.  Pregnancy Support:Pregnant women may take folic acid supplements (a synthetic form of B9) to reduce the risk of neural tube defects in the developing fetus.  Metabolism Support:B vitamins are involved in various metabolic processes, including the breakdown and utilization of nutrients from food.  Stress Management:B vitamins are sometimes referred to as ""stress vitamins"" because they play a role in managing stress and anxiety. They are involved in the production of stress hormones.  Eye Health:B vitamins like B2 (riboflavin) are important for maintaining healthy vision and preventing conditions like cataracts.  Digestive Health:B vitamins are involved in maintaining a healthy digestive system and promoting the absorption of nutrients.  Immune Function:B vitamins, particularly B6, play a role in immune system function and antibody production.",
https://www.nepmeds.com.np/detail/tacroderm-ointment-15g,TACRODERM OINTMENT 15G.,"Composition: Tacrolimus (0.03% w/w) Tacroderm Ointment is used to treat eczema (atopic dermatitis). It works by suppressing the activity of certain immune cells that cause inflammation (redness and swelling) of the skin. This relieves itching and improves rashes in atopic dermatitis. Tacroderm Ointment is used for external use. It should be used 2-4 times a day on the affected area or use it as suggested by the doctor. It should be applied slowly and evenly to the skin until it is rubbed in. You should not use it too often and you should not cover the treated area with a bandage or plaster. It is used to, Common side effects: Wash your hands with soap and water before using this medication. Apply a thin layer to the affected areas of skin, usually twice daily or as directed by your doctor. Rub the medication into the skin gently and completely. Wash your hands after using this product unless your hands are being treated. If your doctor recommends a moisturizer, apply it after this medication. This product is for use on the skin only. Avoid getting this medication in your eyes or on the inside of your nose or mouth. If you do get the medication in those areas, flush with plenty of water. Do not apply this medication to open wounds or infected areas. Do not cover the treated area with plastic or waterproof bandages unless directed to do so by your doctor. Do not bathe, shower, or swim right after applying this medication. This could wash it off the treated area. Tacroderm Ointment is an immunosuppressant. It works by suppressing the activity of certain immune cells that cause inflammation (redness and swelling) of the skin. This relieves itching and improves rashes in atopic dermatitis. Talk to your doctor before taking this medicine, if you are allergic to tacrolimus or any of the other ingredients of TACRODERM  or to macrolide antibiotics (e.g. azithromycin, clarithromycin, erythromycin).","treat moderate to severe atopic dermatitis (eczema) which is an over-reaction of the skin’s immune system in adults who are not adequately responsive to or are intolerant of conventional therapies such as topical corticosteroids. | prevent flares coming back or prolong the time you are free from flares. | Application site reactions (burning, irritation, itching and redness) | Diarrhea | Increased glucose level in blood | Increased thirst | Kidney damage | Liver damage | Nausea | Stomach pain | "
https://www.nepmeds.com.np/detail/tacroderm-forte-oint-15g,TACRODERM FORTE OINT-15G.,"Composition: TACROLIMUS 0.1%w/w TACROZDERM FORTE contains Tacrolimus monohydrate which belongs to immunosuppressants.  It is used to treat moderate to severe atopic dermatitis (eczema) which is an over-reaction of the skin’s immune system in adults who are not adequately responsive to or are intolerant of conventional therapies such as topical corticosteroids. It is used to  prevent flares coming back or prolong the time you are free from flares. It is used to, Wash your hands with soap and water before using this medication. Apply a thin layer to the affected areas of skin, usually twice daily or as directed by your doctor. Rub the medication into the skin gently and completely. Wash your hands after using this product unless your hands are being treated. If your doctor recommends a moisturizer, apply it after this medication. This product is for use on the skin only. Avoid getting this medication in your eyes or on the inside of your nose or mouth. If you do get the medication in those areas, flush with plenty of water. Do not apply this medication to open wounds or infected areas. Do not cover the treated area with plastic or waterproof bandages unless directed to do so by your doctor. Do not bathe, shower, or swim right after applying this medication. This could wash it off the treated area. This drug works by weakening the skin's defense (immune) system, thereby decreasing the allergic reaction and relieving the eczema. Tacrolimus belongs to a class of drugs known as topical calcineurin inhibitors (TCIs). Talk to your doctor before taking this medicine, if you are allergic to tacrolimus or any of the other ingredients of TACRODERM FORTE or to macrolide antibiotics (e.g. azithromycin, clarithromycin, erythromycin).","Treat moderate to severe atopic dermatitis (eczema) which is an over-reaction of the skin’s immune system in adults who are not adequately responsive to or are intolerant of conventional therapies such as topical corticosteroids | Prevent flares coming back or prolong the time you are free from flares | Stinging, burning, soreness, or itching in the area of treated skin may occur during the first few days of treatment. | Headache, acne, small red bumps on the skin (folliculitis), stomach upset, flu-like symptoms (such as fever, chills, runny nose, sore throat, muscle aches), or increased sensitivity of the skin to hot/cold/pain/touch may also occur. If any of these effects last or get worse, tell your doctor or pharmacist promptly. | "
https://www.nepmeds.com.np/detail/emosil-cream-30g,EMOSIL CREAM-30G.,"Composition: Emollient Cream (Propylene Glycol IP 1.5% W/W ) Emollient is a non-perfumed and non-greasy cream that is used to treat or prevent certain skin problems which works by forming an oily layer on the top of the skin that traps water in the skin. It is used to treat Dry skin, Acne, Chapped lips, Diaper rash, Cold sores or other minor skin irritation. Irritant or allergic reactions Pierce tube seal with end of cap. Apply to the affected area as directed by the doctor.Apply to the skin only. It is used to treat or prevent certain skin problems which works by forming an oily layer on the top of the skin that traps water in the skin. Inform your pharmacist or physician if you are allergic to Emollient or any of the other ingredient of this medicine.","Dry skin | Acne, Chapped lips, Diaper rash | Cold sores, or Other minor skin irritation | "
https://www.nepmeds.com.np/detail/oxyfit-cap,OXYFIT CAP,"Composition: Beta carotene 10mg+ Vitamin A 5000 IU+ Vitamin E 25 mg+ Vitamin C 150mg  Oxyfit Capsule is a dietary supplement comprises of antioxidants, minerals and vitamins. It is essential for maintaining micronutrients status. It reduces risks of cardiovascular diseases in human, reduces risks of cataract, combat infection and chronic diseases, trend toward decreased age-related degenerative changes, defense against infection.  Take it advised by your physician or pharamcist. Swallow the whole capsule along with water. Do not crush or break it. Do not exceed the recommended dosage Beta carotene boosts immune system. Vitamins C and E are essential vitamins, protect the body from free radical attack ",
https://www.nepmeds.com.np/detail/dolofen-gel-30g,DOLOFEN GEL-30G.,"Composition: Diclofenac Sodium - 10 Mg Gel Diclofenac belongs to a class of drugs known as nonsteroidal anti-inflammatory drugs (NSAIDs) which is used to treat mild to moderate muscle pains, Joint pain from arthritis.  It works by blocking the release of certain chemical messengers that cause pain and inflammation (redness and swelling). Used to help relieveosteoarthritispain in joints that can benefit from treatment through the skin. These joints include those in your hands and knees. Also used to treatactinic keratosis (AK). This condition causes rough, scaly spots on the skin of older adults. Common side effects:  Always use this medicine exactly as told by your doctor. Gently apply a small amount of gel onto the skin over the area to be treated. Usually 0.5 grams of gel (about the size of a pea) will be enough for one area (5cm x 5cm) but not more than 8 grams should be used per day. Wash your hands after applying the gel, unless your hands are being treatedDo not apply to skin wounds, infected skin or dermatitis Diclofenac is a non-steroidal anti-inflammatory drug (NSAID). It works by reducing hormones that cause inflammation and pain in the body. Inform your physician or pharmacist if you are allergic to this medicine or any of the other ingredients of this medicine. If you are pregnant or breast-feeding, think you may be pregnant or are planning to have a baby, ask your doctor or pharmacist for advice before taking this medicine",Itching or rash at application site | 
https://www.nepmeds.com.np/detail/polyderm-cream-15gr,POLYDERM CREAM-15GR,"Composition:  Beclomethasone,Clioquinol,Clotrimazole,Gentamicin POLYDERM OINT  is used in Fungal skin infections due to dermatophytes & other dermal infections eg, Tinea pedis, cruris, corporis and candidiasis. Primary bacterial skin infection and secondary bacterial infections complicating other preexisting dermatoses. This medication is contraindicated for patients who have previously shown a hypersensitivity reaction to corticosteroid or imidazoles or antibiotic. Contraindicated during pregnancy and lactation.  Common side effects: Application site reactions – Burning sensation, itching, irritation, dryness, secondary infection.  Gently massage sufficient quantity into the affected and surrounding skin areas twice daily, in the morning and evening, for two weeks.  Contraindicated for patients who have previously shown a hypersensitivity reaction to corticosteroid or imidazoles or antibiotic. Contraindicated during pregnancy and lactation.","Fungal skin infections due to dermatophytes & other dermal infections eg, Tinea pedis, cruris, corporis and candidiasis. | Primary bacterial skin infection and secondary bacterial infections complicating other preexisting dermatoses. | "
https://www.nepmeds.com.np/detail/orohex-m-gel-15g,OROHEX-M GEL 15G.,"The gel may be used for managing various oral conditions, including gum infections, abscesses, gum disease, oral irritations, and discomfort caused by dental procedures. Common side effects: Always apply this medicine exactly as your doctor has told you. It is for topical oral use only. The chlorhexidine can help control bacterial growth, metronidazole can target infections, and lignocaine can provide temporary pain relief. Don't consume alcohol while using this gel. If you are pregnant or Breast-feeding, think you may be pregnant or are planning to have a baby, Ask your doctor for advice before using this medicine This gel may provide temporary pain relief for toothaches or oral discomfort, but it's essential to consult your healthcare provider or dentist before using it for such purposes. Follow the complete course of treatment as prescribed by your healthcare provider, even if your symptoms improve. Stopping too early might lead to the reoccurrence of the condition.","-Application site reactions (Burning, Irritation, Itching and redness), Dryness, Metallic taste, Nausea, Staining of teeth | "
https://www.nepmeds.com.np/detail/mito-2mg-inj,Mito-2mg Inj,"Mitomycin 2mg injection is a chemotherapy medication used to treat various types of cancer. It is often prescribed to slow down or stop the growth of cancer cells by interfering with their ability to divide and multiply. Mitomycin can have various side effects. These can include: Mitomycin is usually administered through intravenous (IV) infusion. The dose, frequency, and duration of treatment can vary based on the specific type of cancer being treated, the patient's overall health, and the treatment plan outlined by the oncologist. It belongs to a class of drugs known as ""antineoplastic"" or ""cytotoxic"" agents, which work by interfering with the growth and division of cancer cells. Mitomycin should not be used during pregnancy due to its potential harm to the developing fetus. It is also not recommended during breastfeeding, as the drug can pass into breast milk. If you are pregnant, planning to become pregnant, or breastfeeding, discuss your options with your doctor. If you experience severe or unexpected side effects while receiving Mitomycin treatment, contact your healthcare provider immediately. They can assess your condition and determine the appropriate course of action, which might include adjusting the treatment plan or providing supportive care. Yes, Mitomycin can interact with other medications, including those you might be taking for other health conditions. It's important to provide your healthcare team with a complete list of all medications, supplements, and herbal products you are taking to avoid potential interactions.","-Nausea and vomiting | -Diarrhea or constipation | -Bone marrow suppression (reduced production of blood cells, leading to anemia, thrombocytopenia, and neutropenia) | -Fatigue | -Hair loss | -Mouth sores | -Changes in kidney function | -Skin reactions | -Risk of infection due to lowered immune function | "
https://www.nepmeds.com.np/detail/mito-10mg-inj,Mito-10mg Inj,"Mitomycin is used to treat various types of cancers, including: Common side effects may include nausea, vomiting, fatigue, loss of appetite, hair loss, and a lowered immune system. Mitomycin is typically administered through intravenous (IV) injection by a healthcare provider in a clinical setting, such as a hospital or a clinic. The injection is slowly delivered into a vein to ensure proper absorption and distribution throughout the body. Mitomycin works by interfering with the DNA in cancer cells, preventing their growth and division. If you are pregnant or planning to become pregnant, let your doctor know, as chemotherapy medications can harm the developing fetus.
Discuss breastfeeding with your doctor, as chemotherapy drugs can pass into breast milk. The frequency of Mitomycin injections depends on your specific treatment plan, which is determined by your healthcare provider. Treatment schedules can vary, but they often involve cycles of treatment with breaks in between to allow your body to recover. Mitomycin is a chemotherapy medication that can help slow down or stop the growth of cancer cells, but it may not always result in a complete cure. Its effectiveness depends on various factors, including the type and stage of cancer.",
https://www.nepmeds.com.np/detail/lucrin-depot-375mg-inj,Lucrin Depot 3.75mg Inj,"Leuprolide is a synthetic hormone analog that acts as a gonadotropin-releasing hormone (GnRH) agonist. It is commonly used in the treatment of certain hormone-dependent conditions, including: -Prostate Cancer -Endometriosis -Uterine Fibroids Common side effects of Leuprolide may include hot flashes, sweating, headache, fatigue, and mood changes. In men, it may cause a temporary increase in testosterone levels before reducing them. In women, it can cause menstrual changes or temporary worsening of endometriosis symptoms before improvement. Leuprolide 3.75mg is typically administered as an injection. The frequency of administration depends on the specific condition being treated. It may be given as a monthly or quarterly injection. Leuprolide works by initially causing a temporary increase in gonadotropin release, leading to a transient increase in sex hormone levels. However, with continued use, it suppresses the production of sex hormones, such as testosterone in men and estrogen in women. Leuprolide is not indicated for use during pregnancy, and it should not be used while breastfeeding due to potential risks to the baby. Leuprolide may not be suitable for people with known allergies to GnRH analogs or similar medications. The time it takes for Leuprolide to work may vary depending on the condition being treated. It can take several weeks to months to see the full effects of the medication in certain conditions. Leuprolide can potentially cause long-term side effects in some individuals. The occurrence and severity of these side effects may vary from person to person and depend on various factors, including the duration of treatment and the specific condition being treated.",
https://www.nepmeds.com.np/detail/fosbait-250mg30tab,Fosbait-250mg(30Tab),"FOSBAIT 250MG TABLET contains Lanthanum carbonate, which belongs to the group of medicines called Phosphate binders. It is used to treat high levels of phosphate in the blood (hyperphosphatemia) in patients with chronic kidney disease. Take FOSBAIT 250MG TABLET as advised by your physician. Swallow the medicine with a glass of water. Do not crush or chew the medicine. Your physician will decide the correct dose and duration for you depending upon your age, body weight, and disease condition. FOSBAIT 250MG TABLET is a Phosphate binder that works by binding to dietary phosphorus released from food during digestion, by which it inhibits the absorption of phosphorus by the formation of highly insoluble lanthanum phosphate complexes that cannot easily pass through the gastrointestinal tract wall and are excreted in the faeces. Thus, decreasing phosphate levels in the blood. FOSBAIT 250MG TABLET is not recommended for use by pregnant women. Contact your doctor before taking FOSBAIT 250MG TABLET. FOSBAIT 250MG TABLET is not recommended for use by breastfeeding mothers, as the associated risks are not known. Contact your doctor before taking FOSBAIT 250MG TABLET. FOSBAIT 250MG TABLET is not recommended for use in patients with allergic history to lanthanum carbonate or glucose or other sugars, low levels of phosphate (hypophosphatemia), bowel obstruction, ileus, faecal impaction, severe constipation, pregnancy, breastfeeding women, and children and adolescents under 18 years of age. Contact your doctor before taking FOSBAIT 250MG TABLET. Yes. FOSBAIT 250MG TABLET can cause gastrointestinal perforation. Stop taking FOSBAIT 250MG TABLET and contact your doctor if you experience any unusual symptoms like sudden severe stomach pain, bloating, chills, fever, nausea, vomiting, or tenderness in the abdomen.","Treats high levels of phosphate in the blood (hyperphosphatemia) in patients with chronic kidney disease | Nausea, vomiting, diarrhoea, stomach pain | Headache | Itching, rash | Heartburn, flatulence | Hypocalcaemia (low levels of calcium in the blood) causing tingling in the hands and feet, muscle and abdominal cramps and spasms of the facial and foot muscles | Tiredness, feeling of discomfort | Chest pain | Weakness | Swollen hands and feet | Body pains | Dizziness, vertigo | Belching, indigestion | Inflammation of the stomach and intestines | Irritable bowel syndrome | Dry mouth, thirst | Tooth disorders | Inflammation of the mouth | Loose stools | Increases in certain liver enzymes | "
https://www.nepmeds.com.np/detail/meslo-800mg,Meslo-800mg,"Meslo 800 is a medication that contains the active ingredient Mesalamine, also known as 5-aminosalicylic acid (5-ASA). It is used to treat inflammatory bowel diseases such as ulcerative colitis and Crohn's disease. Mesalamine belongs to a class of drugs called aminosalicylates, which are anti-inflammatory agents that help to reduce the inflammation in the gut. Meslo 800 works by inhibiting the production of prostaglandins, which are chemicals that contribute to inflammation. It also blocks the production of leukotrienes and cytokines, which are other substances that contribute to inflammation in the gut. By reducing inflammation, Meslo 800 can help to relieve the symptoms of inflammatory bowel disease, such as diarrhea, abdominal pain, and rectal bleeding. Meslo 800 is a medication that contains the active ingredient mesalamine, which is used to treat inflammatory bowel diseases such as ulcerative colitis and Crohn's disease. Mesalamine is an anti-inflammatory agent that works by reducing inflammation in the lining of the colon and rectum. Meslo 800 helps to alleviate the symptoms of inflammatory bowel disease such as diarrhea, rectal bleeding, and abdominal pain. It is typically prescribed to maintain remission in patients with mild to moderate ulcerative colitis   Meslo 800, also known as Mesalamine, is used to treat inflammatory bowel disease such as ulcerative colitis, proctitis, and Crohn's disease. The medication works by reducing inflammation in the bowel, which can reduce symptoms such as diarrhea, rectal bleeding, and stomach pain. The benefits of Meslo 800 include decreasing the number of bowel movements, reducing rectal bleeding, and improving overall quality of life for those with inflammatory bowel disease. Additionally, Meslo 800 can help prevent the recurrence of these diseases. Meslo 800 is a brand name for the drug Mesalamine, which is used to treat inflammatory bowel disease (IBD), including ulcerative colitis and Crohn's disease. Mesalamine is an anti-inflammatory agent that works by reducing inflammation in the colon. The benefits of Meslo 800 include reducing the symptoms of IBD, such as diarrhea, rectal bleeding, and stomach pain. It can also help prevent flare-ups and maintain remission in patients with IBD. Like all medications, Meslo 800 can have potential side effects. Some of the common side effects of Meslo 800 include headache, abdominal pain, nausea, vomiting, diarrhea, and rash. In rare cases, it can cause more serious side effects such as kidney problems, liver problems, and blood disorders. If you experience any severe or persistent side effects, you should consult your doctor immediately. Meslo 800 is a medication that is usually taken orally, with or without food, as directed by a doctor. The dosage and duration of treatment will depend on the patient's medical condition and response to treatment. It is important to take the medication at the same time each day to maintain a consistent level of the drug in the body. It should not be crushed, chewed or broken before consumption. It is recommended to swallow the tablet whole with a glass of water. If you have any questions about how to take Meslo 800, you should consult your doctor or pharmacist for advice. Meslo 800, also known as Mesalamine, works by reducing inflammation in the intestine and preventing the production of certain substances that cause inflammation. It is believed to work by blocking the action of certain enzymes in the body that produce inflammation. Meslo 800 is effective in treating ulcerative colitis, a chronic inflammatory bowel disease that affects the lining of the large intestine and rectum. If you forget to take a dose of Meslo 800, you should take it as soon as you remember. However, if it is almost time for your next scheduled dose, skip the missed dose and continue with your regular dosing schedule. Do not take a double dose to make up for the missed dose. It is important to follow your doctor's instructions for taking Meslo 800 and to take it at the same time every day to ensure that you receive the maximum benefit from the medication. Do not consume alcohol while taking Meslo 800 as it can increase the risk of side effects. Do not take Meslo 800 if you are allergic to it or any of its components Keep Meslo 800 out of reach of children and pets. .

Inform your healthcare provider about all your medical conditions and any other medications you are taking, including over-the-counter drugs, herbal supplements, and vitamins. Do not stop taking Meslo 800 without consulting your healthcare provider as it may lead to a worsening of your condition. Meslo 800 may interact with other medications such as anti-seizure drugs, antibiotics, and antifungal drugs. Inform your healthcare provider about all the medications you are taking to avoid any potential drug interactions. Meslo 800 may cause dizziness or drowsiness. Do not drive or operate heavy machinery until you know how the medication affects you. Do not take Meslo 800 if you have a history of liver or kidney disease. Q: What are the side effects of Meslo 800?
A: The most common side effects of Meslo 800 include headache, nausea, vomiting, diarrhea, dry mouth, and throat irritation. Rare but serious side effects may include allergic reactions, increased heart rate, chest pain, and difficulty breathing. Q: What is Meslo 800 used for?
A: Meslo 800 is a medication used for the treatment of asthma, chronic obstructive pulmonary disease (COPD), and other respiratory diseases. A: Meslo 800 can be used by children over 12 years old. However, the dose may need to be adjusted by a doctor based on the child's age and weight. It is important to follow your doctor's instructions when giving Meslo 800 to a child. A: Meslo 800 should only be used during pregnancy if the benefits outweigh the risks. It is important to discuss the risks and benefits of using this medication with your doctor if you are pregnant or planning to become pregnant.",
